,Path_1,Path_2,Path_3,Path_4,Path_5,Path_6,Path_7,Path_8,Path_9,Path_10,Path_11,Path_12,Path_13,Path_14,Path_15,Path_16,Path_17,Path_18,Path_19,Path_20
0.11,4.8581889642480105,5.1040493864125525,4.741097848174446,4.84527031429924,5.043858030758165,4.929729902566023,4.72906759432463,4.755465739813088,4.955520498779403,5.085882009878376,4.974469894397157,4.841473577854388,4.9082044661660325,4.8891484554527525,4.88471626592951,4.907261295767367,4.895439225232295,4.916292509881457,4.679244000505426,5.123295396439198
0.12,4.798486224658969,5.123953278436798,4.714121229283581,4.830812598546755,5.044261630852826,4.929491103872029,4.71460233605425,4.736054798985026,4.929903190370713,5.142928511556046,4.886461902281819,4.919051280463858,4.996251963843611,4.865353250004447,4.864443477113323,5.004059906148679,4.957600768783397,4.962751155624404,4.619539826661353,5.091026020878887
0.13,4.761976989754071,5.1709753588261735,4.690636072993874,4.826970335369508,5.175981002948755,4.925085577818998,4.677401728017698,4.7335337921655665,4.900002116248248,5.133118097928304,4.886838388499884,4.9140857216464715,5.032650628241952,4.889306870837928,4.828642511497191,5.048797983611846,4.970423757574457,4.9517979051025085,4.566620280537867,5.186775794432381
0.14,4.8304687898127945,5.195707804974706,4.709974007635923,4.728282916071774,5.249614854379825,4.9718151993366835,4.61956854747399,4.734004903644038,4.856498392020077,5.070613442258681,4.847532308351637,4.950657943192475,5.103571271562498,4.939782009801734,4.825200600328533,5.023102855522008,4.9111813596360285,4.965221657250838,4.627143468616741,5.246091314004104
0.15,4.895878550664389,5.233671290982024,4.7089315641333815,4.76684098542562,5.232187208900463,5.015983402705013,4.601941123480304,4.7819386414752305,4.763049177309457,4.980038137520322,4.865656412091789,4.983618751577411,5.10956654200008,4.940576877420058,4.777595526740305,5.017207282913492,4.906987418004545,4.914152331639448,4.695131614015683,5.311136875965684
0.16,4.930581301282522,5.114508377984216,4.7006024990923425,4.783645144582367,5.263289843540686,4.994045973202034,4.64656251809627,4.801480029451959,4.701413936751646,5.017216281215687,4.921346822869004,5.025280946675995,5.14407700936973,4.9161417797298,4.790783161032473,4.9937747846969955,4.944381321461161,4.861010476578376,4.7157663554059015,5.291538367437152
0.17,4.9517237787176684,5.061982393767657,4.716717072408339,4.808715218715288,5.231002541199251,4.958322070616817,4.593134526027816,4.720572334412568,4.707209200012518,4.975899766090483,4.899477518853331,4.977332384850347,5.146155851091486,4.850120442608469,4.752031107335622,4.998693233325494,4.926255201277423,4.824301675195766,4.737520615591532,5.343205361712749
0.18,4.932370957562148,5.1131376232996,4.688714504592725,4.726237635690963,5.263576591045173,4.924603871514716,4.624371141766241,4.701561918860337,4.68068485547694,5.018615129582192,4.884766139168769,4.992376118961983,5.108063136491101,4.829954290249963,4.736381804383481,5.001314762347051,4.9828946694560114,4.857721064895714,4.703307071728188,5.324954292312157
0.19,4.897191423848956,5.054171809616046,4.721013764078993,4.755138790924232,5.247078150397972,4.877690697463308,4.6238080164374855,4.698457118953511,4.70287897610014,5.015156075567724,4.97349423917519,5.00087824204232,5.167469960927243,4.762667638306525,4.68230227959105,4.96579122283,5.074089073457169,4.864157312423914,4.759762021390479,5.348926731969074
0.2,4.897456362256939,5.097704702380252,4.76988666797077,4.683523300821108,5.317421349756478,4.887061830069983,4.675300557164698,4.748218009939479,4.715946769484096,5.028304106100683,4.959879419801589,4.9265008262477705,5.155194701013578,4.766806408767316,4.685049356158259,4.967581759579537,5.109871042283343,4.831744367830446,4.756962094689688,5.386391892670109
0.21,4.925186980540471,5.144672046751868,4.728475162641992,4.714239139359596,5.338455684318011,4.889216668958174,4.62233372178494,4.696207982843551,4.709047783808653,5.033199491442236,5.010074093150257,4.888334260657144,5.138018617197141,4.717600538959631,4.730376791215931,4.9776630400566315,5.157641422476417,4.828791918113221,4.728829059457688,5.354997364956644
0.22,4.994162701752366,5.235804787755406,4.753186946647701,4.811132404025062,5.315063885971744,4.901377673836423,4.638409045011984,4.791245184445481,4.6717775950015765,5.034424694690917,4.977252262734633,4.969048397623531,5.148083725080431,4.805227982634091,4.703286311333697,4.925234365611098,5.164127615266208,4.869165763756706,4.691644060694469,5.349060378929915
0.23,4.906563202236046,5.247766079338199,4.764456547480456,4.8247136252563125,5.2746097949607575,4.931541763540574,4.601869914732604,4.80143895967615,4.704395476148628,5.09046958037565,4.901379379841299,5.000826172888071,5.13076589509284,4.822418161974886,4.692796652152468,4.960461233010523,5.1269900742867405,4.885628225618688,4.749325472713444,5.4071591206663205
0.24,4.945883571668946,5.273912477259551,4.709856290598142,4.773047506157566,5.215166362097086,4.918036728572507,4.608762525308322,4.821661884402576,4.753502899678645,5.135452361114661,4.929735610168608,5.025733926909604,5.071624006798819,4.7846191484758025,4.659084543779901,4.929091764981268,5.085695869461237,4.902703878872953,4.789657882431288,5.4893756467802834
0.25,4.975097311898715,5.321386605876235,4.700720083132664,4.770462977616957,5.19034566023002,4.891270357492221,4.657062878261243,4.909094097003779,4.679150591020246,5.090602693375738,4.996222814409931,4.998332840349661,4.99098588128064,4.77854196377514,4.734022619410792,4.946385860441915,5.1005371101020165,4.918292717433595,4.853051874616536,5.4923402380842985
0.26,5.014450399716681,5.397293855614903,4.709195998310288,4.804260179287705,5.218419009358599,4.947363959652003,4.651851848717906,4.883430000666657,4.705348889831932,5.0615275683402885,4.984229474536911,5.0119799658786865,5.047337529208497,4.80631589336799,4.666836908156043,4.884447443562205,5.037510722516587,5.021987322055238,4.841009163098032,5.508366183037379
0.27,5.076762620267548,5.3928759795427315,4.735685065004805,4.833748938320207,5.205101508280781,4.942694215723915,4.570406912643444,4.915826935187979,4.656643524447669,5.0194016707067854,4.959311471385502,5.046262270486154,5.062168149306093,4.77482691693267,4.667588290599998,4.929685887031955,5.036102293197845,5.036872281492111,4.857427991637379,5.484684652339224
0.28,4.9918760717620465,5.306241509621213,4.774525634641932,4.828688450180984,5.168406022475981,4.879319256731295,4.514433340237685,4.941992157135933,4.645573922326193,5.03102792525118,4.993947720053462,5.118551844710567,5.0556462405591756,4.839093804087962,4.694178300088553,4.9410901159782386,5.026663470342556,5.001133725609759,4.8896364630835025,5.530630748688417
0.29,4.9584612876217795,5.263321547350066,4.7528598152728705,4.823242418193627,5.196778759542884,4.857768290152765,4.531750111327945,4.864945634301404,4.637901464698291,5.009606483008673,4.971917566912175,5.122147074007304,5.068800794908294,4.856044065214082,4.728942301149854,5.04874632150019,5.00767929720181,5.016460857225551,4.856213970519126,5.564222839449219
0.3,4.981164688472901,5.2618174717894535,4.800910002416799,4.800069080745028,5.271707914445431,4.860093658843558,4.5823054557157405,4.840548533737135,4.568618000212922,5.018931156203112,4.94271236453452,5.192181582764141,5.124639116859252,4.95143156931156,4.743689646863816,5.046250489749229,5.015137105274703,5.010541573730283,4.932506413589679,5.531443533527628
